DoubleLethal,CountsInNormal,CountsInCancer,NotSLInNormal,NotSLInCancer,p-value,OddsRatio,ConfidenceInterval-I,ConfidenceInterval-II
ALATA_L;HAtly,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ALATA_L;HYAL,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ALATA_L;NACHEX24ly,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ALATA_L;NACHEX25ly,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ALATA_L;NAGA2ly,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ALATA_L;NAGLCAly,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ALATA_L;S6TASE24ly,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ALATA_L;SO4tl,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ALATA_L;Ser/Thrtg,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ALATA_L;UDPACGALtl,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ALATA_L;UDPGD,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ALATA_L;UDPtl,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ALATA_L;UGALNACtg,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ALDD2y;ASPGLUm,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ASNN;ASPTAm,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ASNN;CITACONtm,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
CSNATm;GLUDxm,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
